N	Number	IDs	STRAIN	CULTURE_COLLECTION	ISOLATE	GENOTYPE	PLASMID	METAGENOME?	COMPLETENESS_ESTIMATED	CONTAMINATION_ESTIMATED	COLLECTED_BY	COLLECTION_DATE	COUNTRY (mixed up)	LAT_LON	HOST	HOST_SEX	HOST_AGE	ISOLATION_SOURCE	HOST_DISEASE	HOST_DISEASE_OUTCOME	ANTIBIOTICS	Bio Project	Pubmed	Length (T)	Complete?	Coverage	Seq Method	GCpercent	Length	Number of sequences	COUNTRY	CITY(or similar)	REGION/STATE	HOSPITAL	Comentario	Pub. Year	Proteins_Prokka	Isolation source2	ISOLATION_SOURCE_RECOD	HOST_DISEASE_RECOD	Isol Source 3	Isol Source 4	NEW_HOSPITAL	whyDeleted	whyDeleted2	Group	CRISPR_cluster	CRISPR_arrays
1475	ab01475	GCA_001669455.1_ASM166945v1	ABUH766								JCVI	2015	USA	40.5 N 82.5 W	Homo sapiens				pneumoniae			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA271775		26320	NO		Illumina NextSeq 500	38.8378410035596	3858904	168	USA						3622		Desconocido	Respiratorio	Respiratory	Respiratory airways		A. baumannii	A. baumannii	group2		1
1476	ab01476	GCA_001669495.1_ASM166949v1	ABUH698								JCVI	2014	USA	40.5 N 82.5 W	Homo sapiens				pneumoniae			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA271775		36054	NO		Illumina NextSeq 500	38.8508766996488	3876242	122	USA						3642		Desconocido	Respiratorio	Respiratory	Respiratory airways		A. baumannii	A. baumannii	group2		1
1477	ab01477	GCA_001669505.1_ASM166950v1	ABUH743								JCVI	2014	USA	40.5 N 82.5 W	Homo sapiens				pneumoniae			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA271775		117049	NO		Illumina NextSeq 500	38.8525614015906	3877994	89	USA						3648		Desconocido	Respiratorio	Respiratory	Respiratory airways		A. baumannii	A. baumannii	group2		2
1478	ab01478	GCA_001669525.1_ASM166952v1	ABUH812								JCVI	2016	USA	40.5 N 82.5 W	Homo sapiens				pneumoniae			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA271775		2238	NO		Illumina NextSeq 500	39.0025227449612	3726100	145	USA						3462		Desconocido	Respiratorio	Respiratory	Respiratory airways		A. baumannii	A. baumannii	group1		1
1479	ab01479	GCA_001669535.1_ASM166953v1	ABUH735								JCVI	2014	USA	40.5 N 82.5 W	Homo sapiens				pneumoniae			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA271775		186574	NO		Illumina NextSeq 500	38.891350949742	4129332	93	USA						3932		Desconocido	Respiratorio	Respiratory	Respiratory airways		A. baumannii	A. baumannii	group2		3
1480	ab01480	GCA_001669575.1_ASM166957v1	ABUH709								JCVI	2014	USA	40.5 N 82.5 W	Homo sapiens				pneumoniae			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA271775		10029	NO		Illumina NextSeq 500	38.8454771617417	3860452	138	USA						3623		Desconocido	Respiratorio	Respiratory	Respiratory airways		A. baumannii	A. baumannii	group2		1
1481	ab01481	GCA_001669595.1_ASM166959v1	ABUH783								JCVI	2015	USA	40.5 N 82.5 W	Homo sapiens				pneumoniae			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA271775		10028	NO		Illumina NextSeq 500	38.9568606639946	3795121	151	USA						3533		Desconocido	Respiratorio	Respiratory	Respiratory airways		A. baumannii	A. baumannii	group2		1
1482	ab01482	GCA_001669605.1_ASM166960v1	ABUH789								JCVI	2015	USA	40.5 N 82.5 W	Homo sapiens				pneumoniae			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA271775		10872	NO		Illumina NextSeq 500	39.0272489963928	3880253	130	USA						3643		Desconocido	Respiratorio	Respiratory	Respiratory airways		A. baumannii	A. baumannii	group2		1
1483	ab01483	GCA_001669635.1_ASM166963v1	ABUH779								JCVI	2015	USA	40.5 N 82.5 W	Homo sapiens				pneumoniae			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA271775		6661	NO		Illumina NextSeq 500	38.8481863154656	3864757	161	USA						3626		Desconocido	Respiratorio	Respiratory	Respiratory airways		A. baumannii	A. baumannii	group2		1
1484	ab01484	GCA_001669645.1_ASM166964v1	ABUH808								JCVI	2016	USA	40.5 N 82.5 W	Homo sapiens				skin infection			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA271775		175151	NO		Illumina NextSeq 500	38.944684225085	3788648	145	USA						3518		Desconocido	IPPB	Skin & Soft Tissue Infection	Skin and soft tissues		A. baumannii	A. baumannii	group2		1
1485	ab01485	GCA_001669675.1_ASM166967v1	ABUH741								JCVI	2014	USA	40.5 N 82.5 W	Homo sapiens				skin infection			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA271775		1041	NO		Illumina NextSeq 500	38.9494055090738	3800058	125	USA						3544		Desconocido	IPPB	Skin & Soft Tissue Infection	Skin and soft tissues		A. baumannii	A. baumannii	group2		1
1486	ab01486	GCA_001669695.1_ASM166969v1	ABUH765								JCVI	2015	USA	40.5 N 82.5 W	Homo sapiens				skin infection			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA271775		5249	NO		Illumina NextSeq 500	38.8417363852272	3860641	170	USA						3625		Desconocido	IPPB	Skin & Soft Tissue Infection	Skin and soft tissues		A. baumannii	A. baumannii	group2		1
1487	ab01487	GCA_001669705.1_ASM166970v1	ABUH708								JCVI	2014	USA	40.5 N 82.5 W	Homo sapiens				skin infection			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA271775		179647	NO		Illumina NextSeq 500	38.8640191965832	3862354	121	USA						3638		Desconocido	IPPB	Skin & Soft Tissue Infection	Skin and soft tissues		A. baumannii	A. baumannii	group2		1
1488	ab01488	GCA_001669735.1_ASM166973v1	863								Cheong Yuet Meng	2014	Malaysia	4.86575 N 100.73444444444442 E	Homo sapiens			mucoid sputum	Infection			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA325559		218472	NO		Illumina HiSeq	38.9442726943179	3812386	65	Malaysia						3535	sputum	Respiratorio	Respiratorio	Respiratory	Respiratory airways		A. baumannii	A. baumannii	group2		0
1489	ab01489	GCA_001672535.1_ASM167253v1	M3AC14-8				p1M3AC14-8				San Juan Hospital Area	2014	Puerto Rico	18 N 66 W	Homo sapiens	female	67	Skin			KPC-producing A. bumannii	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA284203	https://www.ncbi.nlm.nih.gov/pubmed/?term=27259867	5441	NO		Illumina MiSeq	39.2800287292043	4135165	30	Puerto Rico						3966	several	IPPB	IPPB	Skin & Soft Tissue Infection	Skin and soft tissues	San Juan Hospital Area	A. baumannii	A. baumannii	group2	Vcrx011	1
1490	ab01490	GCA_001673795.1_ASM167379v1	ABUH772								JCVI	2015	USA	40.5 N 82.5 W	Homo sapiens							https://www.ncbi.nlm.nih.gov/bioproject/PRJNA271775		1018	NO		Illumina NextSeq 500	38.8509094043886	3851202	159	USA						3608		Desconocido	Desconocido		Others		A. baumannii	A. baumannii	group2		1
1491	ab01491	GCA_001673805.1_ASM167380v1	ABUH706								JCVI	2014	USA	40.5 N 82.5 W	Homo sapiens				pneumoniae			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA271775		5252	NO		Illumina NextSeq 500	38.8553218478852	3870695	125	USA						3636		Desconocido	Respiratorio	Respiratory	Respiratory airways		A. baumannii	A. baumannii	group2		1
1492	ab01492	GCA_001673815.1_ASM167381v1	ABUH696								JCVI	2014	USA	40.5 N 82.5 W	Homo sapiens				pneumoniae			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA271775		86064	NO		Illumina NextSeq 500	38.9590420029537	3996338	130	USA						3787		Desconocido	Respiratorio	Respiratory	Respiratory airways		A. baumannii	A. baumannii	group2		1
1493	ab01493	GCA_001673825.1_ASM167382v1	ABUH751								JCVI	2014	USA	40.5 N 82.5 W	Homo sapiens				pneumoniae			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA271775		10029	NO		Illumina NextSeq 500	38.8577778971265	3872872	116	USA						3648		Desconocido	Respiratorio	Respiratory	Respiratory airways		A. baumannii	A. baumannii	group2		1
1494	ab01494	GCA_001673875.1_ASM167387v1	ABUH699								JCVI	2014	USA	40.5 N 82.5 W	Homo sapiens				bloodstream infection			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA271775		5252	NO		Illumina NextSeq 500	38.9038676766312	3767921	110	USA						3542		Desconocido	Bacteriemia	Bacteremia	Blood		A. baumannii	A. baumannii	group2		0
1495	ab01495	GCA_001673895.1_ASM167389v1	ABUH774								JCVI	2015	USA	40.5 N 82.5 W	Homo sapiens				bloodstream infection			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA271775		16773	NO		Illumina NextSeq 500	38.9669352053365	3969509	149	USA						3766		Desconocido	Bacteriemia	Bacteremia	Blood		A. baumannii	A. baumannii	group2		1
1496	ab01496	GCA_001673905.1_ASM167390v1	ABUH729								JCVI	2014	USA	40.5 N 82.5 W	Homo sapiens				bloodstream infection			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA271775		99238	NO		Illumina NextSeq 500	38.8578376535584	3857245	132	USA						3624		Desconocido	Bacteriemia	Bacteremia	Blood		A. baumannii	A. baumannii	group2		1
1497	ab01497	GCA_001673915.1_ASM167391v1	ABUH723								JCVI	2014	USA	40.5 N 82.5 W	Homo sapiens				bloodstream infection			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA271775		1038	NO		Illumina NextSeq 500	38.8571219298447	3877369	123	USA						3652		Desconocido	Bacteriemia	Bacteremia	Blood		A. baumannii	A. baumannii	group2		1
1498	ab01498	GCA_001673955.1_ASM167395v1	ABUH790								JCVI	2015	USA	40.5 N 82.5 W	Homo sapiens				bloodstream infection			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA271775		108310	NO		Illumina NextSeq 500	39.0450880940922	3835558	163	USA						3598		Desconocido	Bacteriemia	Bacteremia	Blood		A. baumannii	A. baumannii	group2		1
1499	ab01499	GCA_001673975.1_ASM167397v1	ABUH814								JCVI	2016	USA	40.5 N 82.5 W	Homo sapiens				bloodstream infection			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA271775		2152	NO		Illumina NextSeq 500	38.8551084222248	3837359	155	USA						3593		Desconocido	Bacteriemia	Bacteremia	Blood		A. baumannii	A. baumannii	group2		1
1500	ab01500	GCA_001673985.1_ASM167398v1	ABUH737								JCVI	2014	USA	40.5 N 82.5 W	Homo sapiens				urinary tract infection			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA271775		1087	NO		Illumina NextSeq 500	38.8572066207152	3862483	118	USA						3626		Desconocido	ITU	Urinary	Urinary tract		A. baumannii	A. baumannii	group2		2
1501	ab01501	GCA_001674015.1_ASM167401v1	ABUH764								JCVI	2015	USA	40.5 N 82.5 W	Homo sapiens				pneumoniae			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA271775		2942	NO		Illumina NextSeq 500	38.843086984178	3859495	173	USA						3619		Desconocido	Respiratorio	Respiratory	Respiratory airways		A. baumannii	A. baumannii	group2		1
1502	ab01502	GCA_001674035.1_ASM167403v1	ABUH809								JCVI	2016	USA	40.5 N 82.5 W	Homo sapiens							https://www.ncbi.nlm.nih.gov/bioproject/PRJNA271775		86066	NO		Illumina NextSeq 500	38.9504906770227	3953619	129	USA						3738		Desconocido	Desconocido		Others		A. baumannii	A. baumannii	group2		1
1503	ab01503	GCA_001674045.1_ASM167404v1	ABUH788								JCVI	2015	USA	40.5 N 82.5 W	Homo sapiens							https://www.ncbi.nlm.nih.gov/bioproject/PRJNA271775		31804	NO		Illumina NextSeq 500	39.0280365821609	3873582	163	USA						3625		Desconocido	Desconocido		Others		A. baumannii	A. baumannii	group2		1
1504	ab01504	GCA_001674075.1_ASM167407v1	ABUH777								JCVI	2015	USA	40.5 N 82.5 W	Homo sapiens				skin infection			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA271775		36366	NO		Illumina NextSeq 500	38.8552106813736	3855609	173	USA						3615		Desconocido	IPPB	Skin & Soft Tissue Infection	Skin and soft tissues		A. baumannii	A. baumannii	group2		1
1505	ab01505	GCA_001674085.1_ASM167408v1	ABUH749								JCVI	2014	USA	40.5 N 82.5 W	Homo sapiens							https://www.ncbi.nlm.nih.gov/bioproject/PRJNA271775		39580	NO		Illumina NextSeq 500	38.848582965393	3868607	145	USA						3631		Desconocido	Desconocido		Others		A. baumannii	A. baumannii	group2		1
1506	ab01506	GCA_001674115.1_ASM167411v1	ABUH712								JCVI	2014	USA	40.5 N 82.5 W	Homo sapiens				urinary tract infection			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA271775		32432	NO		Illumina NextSeq 500	38.8498905243911	3874379	123	USA						3647		Desconocido	ITU	Urinary	Urinary tract		A. baumannii	A. baumannii	group2		1
1507	ab01507	GCA_001674135.1_ASM167413v1	ABUH778								JCVI	2015	USA	40.5 N 82.5 W	Homo sapiens							https://www.ncbi.nlm.nih.gov/bioproject/PRJNA271775		79771	NO		Illumina NextSeq 500	38.922126089064	3965102	175	USA						3747		Desconocido	Desconocido		Others		A. baumannii	A. baumannii	group2		1
1508	ab01508	GCA_001674155.1_ASM167415v1	ABUH786								JCVI	2015	USA	40.5 N 82.5 W	Homo sapiens				urinary tract infection			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA271775		74382	NO		Illumina NextSeq 500	38.931439249604	3721342	180	USA						3464		Desconocido	ITU	Urinary	Urinary tract		A. baumannii	A. baumannii	group1		1
1509	ab01509	GCA_001674165.1_ASM167416v1	ABUH739								JCVI	2014	USA	40.5 N 82.5 W	Homo sapiens				urinary tract infection			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA271775		62431	NO		Illumina NextSeq 500	38.8553713184245	3881049	133	USA						3648		Desconocido	ITU	Urinary	Urinary tract		A. baumannii	A. baumannii	group2		1
1510	ab01510	GCA_001674185.1_ASM167418v1	ABUH797								JCVI	2015	USA	40.5 N 82.5 W	Homo sapiens				urinary tract infection			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA271775		60444	NO		Illumina NextSeq 500	38.8024108546076	4026456	105	USA						3785		Desconocido	ITU	Urinary	Urinary tract		A. baumannii	A. baumannii	group1		4
1511	ab01511	GCA_001674215.1_ASM167421v1	ABUH810								JCVI	2016	USA	40.5 N 82.5 W	Homo sapiens				urinary tract infection			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA271775		55931	NO		Illumina NextSeq 500	38.9452127505064	3786830	138	USA						3517		Desconocido	ITU	Urinary	Urinary tract		A. baumannii	A. baumannii	group2		2
1512	ab01512	GCA_001674235.1_ASM167423v1	ABUH748								JCVI	2014	USA	40.5 N 82.5 W	Homo sapiens				pneumoniae			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA271775		12268	NO		Illumina NextSeq 500	38.8442630356839	3862609	139	USA						3626		Desconocido	Respiratorio	Respiratory	Respiratory airways		A. baumannii	A. baumannii	group2		1
1513	ab01513	GCA_001674245.1_ASM167424v1	ABUH811								JCVI	2016	USA	40.5 N 82.5 W	Homo sapiens				pneumoniae			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA271775		866	NO		Illumina NextSeq 500	38.8512552502866	3870503	129	USA						3643		Desconocido	Respiratorio	Respiratory	Respiratory airways		A. baumannii	A. baumannii	group2		0
1514	ab01514	GCA_001674255.1_ASM167425v1	ABUH752								JCVI	2014	USA	40.5 N 82.5 W	Homo sapiens				pneumoniae			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA271775		8209	NO		Illumina NextSeq 500	38.8623897956906	3870992	114	USA						3645		Desconocido	Respiratorio	Respiratory	Respiratory airways		A. baumannii	A. baumannii	group2		1
1515	ab01515	GCA_001674295.1_ASM167429v1	ABUH753								JCVI	2014	USA	40.5 N 82.5 W	Homo sapiens				pneumoniae			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA271775		35579	NO		Illumina NextSeq 500	38.9547727110883	3974083	126	USA						3778		Desconocido	Respiratorio	Respiratory	Respiratory airways		A. baumannii	A. baumannii	group2		1
1516	ab01516	GCA_001674315.1_ASM167431v1	ABUH761								JCVI	2015	USA	40.5 N 82.5 W	Homo sapiens				pneumoniae			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA271775		3160	NO		Illumina NextSeq 500	38.8470519541225	3863678	168	USA						3624		Desconocido	Respiratorio	Respiratory	Respiratory airways		A. baumannii	A. baumannii	group2		1
1517	ab01517	GCA_001674325.1_ASM167432v1	ABUH758								JCVI	2015	USA	40.5 N 82.5 W	Homo sapiens							https://www.ncbi.nlm.nih.gov/bioproject/PRJNA271775		63781	NO		Illumina NextSeq 500	38.8328062390282	3860473	123	USA						3635		Desconocido	Desconocido		Others		A. baumannii	A. baumannii	group2		0
1518	ab01518	GCA_001674345.1_ASM167434v1	ABUH704								JCVI	2014	USA	40.5 N 82.5 W	Homo sapiens				pneumoniae			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA271775		23859	NO		Illumina NextSeq 500	38.8579172125801	3872714	118	USA						3642		Desconocido	Respiratorio	Respiratory	Respiratory airways		A. baumannii	A. baumannii	group2		1
1519	ab01519	GCA_001674365.1_ASM167436v1	ABUH762								JCVI	2015	USA	40.5 N 82.5 W	Homo sapiens							https://www.ncbi.nlm.nih.gov/bioproject/PRJNA271775		4302	NO		Illumina NextSeq 500	38.8479727917934	3841194	158	USA						3605		Desconocido	Desconocido		Others		A. baumannii	A. baumannii	group2		1
1520	ab01520	GCA_001674395.1_ASM167439v1	ABUH725								JCVI	2014	USA	40.5 N 82.5 W	Homo sapiens				pneumoniae			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA271775		151893	NO		Illumina NextSeq 500	38.8418452522295	3861781	120	USA						3634		Desconocido	Respiratorio	Respiratory	Respiratory airways		A. baumannii	A. baumannii	group2		1
1521	ab01521	GCA_001674415.1_ASM167441v1	ABUH728								JCVI	2014	USA	40.5 N 82.5 W	Homo sapiens				pneumoniae			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA271775		101069	NO		Illumina NextSeq 500	38.9433906901794	3789783	119	USA						3525		Desconocido	Respiratorio	Respiratory	Respiratory airways		A. baumannii	A. baumannii	group2		1
1522	ab01522	GCA_001674425.1_ASM167442v1	ABUH745								JCVI	2014	USA	40.5 N 82.5 W	Homo sapiens				pneumoniae			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA271775		93336	NO		Illumina NextSeq 500	38.9866374251782	3972438	123	USA						3773		Desconocido	Respiratorio	Respiratory	Respiratory airways		A. baumannii	A. baumannii	group2		1
1523	ab01523	GCA_001674435.1_ASM167443v1	ABUH755								JCVI	2014	USA	40.5 N 82.5 W	Homo sapiens				pneumoniae			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA271775		10029	NO		Illumina NextSeq 500	38.9590651302734	3977367	136	USA						3777		Desconocido	Respiratorio	Respiratory	Respiratory airways		A. baumannii	A. baumannii	group2		1
1524	ab01524	GCA_001674475.1_ASM167447v1	ABUH763								JCVI	2015	USA	40.5 N 82.5 W	Homo sapiens				pneumoniae			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA271775		10028	NO		Illumina NextSeq 500	38.8606437851183	3870484	142	USA						3641		Desconocido	Respiratorio	Respiratory	Respiratory airways		A. baumannii	A. baumannii	group2		1
1525	ab01525	GCA_001674485.1_ASM167448v1	ABUH795								JCVI	2015	USA	40.5 N 82.5 W	Homo sapiens				pneumoniae			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA271775		86066	NO		Illumina NextSeq 500	38.853750042775	3857396	146	USA						3626		Desconocido	Respiratorio	Respiratory	Respiratory airways		A. baumannii	A. baumannii	group2		1
1526	ab01526	GCA_001674505.1_ASM167450v1	ABUH796								JCVI	2015	USA	40.5 N 82.5 W	Homo sapiens				pneumoniae			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA271775		93962	NO		Illumina NextSeq 500	38.9790920306438	3811274	150	USA						3556		Desconocido	Respiratorio	Respiratory	Respiratory airways		A. baumannii	A. baumannii	group2		1
1527	ab01527	GCA_001674515.1_ASM167451v1	ABUH807								JCVI	2016	USA	40.5 N 82.5 W	Homo sapiens				pneumoniae			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA271775		2594	NO		Illumina NextSeq 500	38.8512315536144	3863494	140	USA						3636		Desconocido	Respiratorio	Respiratory	Respiratory airways		A. baumannii	A. baumannii	group2		1
1528	ab01528	GCA_001674555.1_ASM167455v1	ABUH754								JCVI	2014	USA	40.5 N 82.5 W	Homo sapiens				pneumoniae			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA271775		2594	NO		Illumina NextSeq 500	38.9892829680771	3970409	122	USA						3769		Desconocido	Respiratorio	Respiratory	Respiratory airways		A. baumannii	A. baumannii	group2		0
1529	ab01529	GCA_001674575.1_ASM167457v1	ABUH769								JCVI	2015	USA	40.5 N 82.5 W	Homo sapiens				skin infection			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA271775		45611	NO		Illumina NextSeq 500	38.925802949213	3959497	164	USA						3735		Desconocido	IPPB	Skin & Soft Tissue Infection	Skin and soft tissues		A. baumannii	A. baumannii	group2		1
1530	ab01530	GCA_001674585.1_ASM167458v1	ABUH707								JCVI	2014	USA	40.5 N 82.5 W	Homo sapiens				pneumoniae			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA271775		5252	NO		Illumina NextSeq 500	38.8527239865737	3873000	138	USA						3637		Desconocido	Respiratorio	Respiratory	Respiratory airways		A. baumannii	A. baumannii	group2		1
1531	ab01531	GCA_001674605.1_ASM167460v1	ABUH705								JCVI	2014	USA	40.5 N 82.5 W	Homo sapiens				pneumoniae			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA271775		35578	NO		Illumina NextSeq 500	38.854516217432	3868060	142	USA						3632		Desconocido	Respiratorio	Respiratory	Respiratory airways		A. baumannii	A. baumannii	group2		1
1532	ab01532	GCA_001674635.1_ASM167463v1	ABUH710								JCVI	2014	USA	40.5 N 82.5 W	Homo sapiens				pneumoniae			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA271775		2594	NO		Illumina NextSeq 500	38.8501844305537	3871647	134	USA						3640		Desconocido	Respiratorio	Respiratory	Respiratory airways		A. baumannii	A. baumannii	group2		1
1533	ab01533	GCA_001674655.1_ASM167465v1	ABUH718								JCVI	2014	USA	40.5 N 82.5 W	Homo sapiens				pneumoniae			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA271775		5250	NO		Illumina NextSeq 500	38.8483194394684	3876891	117	USA						3650		Desconocido	Respiratorio	Respiratory	Respiratory airways		A. baumannii	A. baumannii	group2		1
1534	ab01534	GCA_001674665.1_ASM167466v1	ABUH733								JCVI	2014	USA	40.5 N 82.5 W	Homo sapiens				pneumoniae			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA271775		9936	NO		Illumina NextSeq 500	38.913365042065	4141446	94	USA						3947		Desconocido	Respiratorio	Respiratory	Respiratory airways		A. baumannii	A. baumannii	group2		2
1535	ab01535	GCA_001674695.1_ASM167469v1	ABUH734								JCVI	2014	USA	40.5 N 82.5 W	Homo sapiens				pneumoniae			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA271775		19557	NO		Illumina NextSeq 500	38.9868341882467	3877391	69	USA						3617		Desconocido	Respiratorio	Respiratory	Respiratory airways		A. baumannii	A. baumannii	group1		4
1536	ab01536	GCA_001674705.1_ASM167470v1	ABUH780								JCVI	2015	USA	40.5 N 82.5 W	Homo sapiens				pneumoniae			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA271775		99238	NO		Illumina NextSeq 500	38.8521133501846	3865190	150	USA						3625		Desconocido	Respiratorio	Respiratory	Respiratory airways		A. baumannii	A. baumannii	group2		1
